en-de	gold	0	(PERSON2) Ja, das ist das einzige, was ich für positive Einschränkungen getan habe.	( PERSON2 ) Ja , das ist das einzige , was ich für positive Einschränkungen getan habe . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1052	If there are no praise money in the Palestinian Authority will trickle down because they are very corrupt and will only go hand in hand which will cause the strengthening of Hamas and instability.	If there are no praise money in the Palestinian Authority will trickle down because they are very corrupt and will only go hand in hand which will cause the strengthening of Hamas and instability . <EOS>	OK OK OK OK BAD OK OK OK OK OK OK OK BAD OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1053	And the anointed in Israel don't have the guts to train the rabble and collect taxes and give licenses	And the anointed in Israel don 't have the guts to train the rabble and collect taxes and give licenses <EOS>	OK BAD BAD OK OK OK OK OK OK OK OK BAD BAD BAD OK OK OK OK OK OK OK
he-en	gold	1054	Can the security guy explain what the policy was a year ago?	Can the security guy explain what the policy was a year ago ? <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK BAD
he-en	gold	1055	Is it possible that the security guy is even a...	Is it possible that the security guy is even a ... <EOS>	BAD OK OK OK OK OK OK OK BAD BAD OK OK
he-en	gold	1056	In the very near future it will be possible to see the achievements made by Ba'ath Party in the talks she held with the replacement Prime Minister Yair Lapid within the framework of the conditions she set for her staying in coalition!!	In the very near future it will be possible to see the achievements made by Ba 'ath Party in the talks she held with the replacement Prime Minister Yair Lapid within the framework of the conditions she set for her staying in coalition ! ! <EOS>	BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD OK OK OK BAD OK OK OK BAD BAD BAD OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK BAD OK BAD
he-en	gold	1057	They have autonomy and we have a state. They don't have enemies. Why bring them in in the first place?	They have autonomy and we have a state . They don 't have enemies . Why bring them in in the first place ? <EOS>	OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1058	Leave them there rotting with themselves.	Leave them there rotting with themselves . <EOS>	OK OK OK OK OK OK OK OK
he-en	gold	1059	Why don't you present endless border areas without fences and fencing in a horizontal position? Lips waste and waste Israel's citizens. Why do you allow the enemy to invade to make a living in Israel and occasionally murder civilians in cold blood?	Why don 't you present endless border areas without fences and fencing in a horizontal position ? Lips waste and waste Israel 's citizens . Why do you allow the enemy to invade to make a living in Israel and occasionally murder civilians in cold blood ? <EOS>	BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD
he-en	gold	1060	Bardugo now announces that Bennett, the traitor, fired Kalfon at Abbas's request, after Kalphon went up to the Temple Mount!!	Bardugo now announces that Bennett , the traitor , fired Kalfon at Abbas 's request , after Kalphon went up to the Temple Mount ! ! <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD
he-en	gold	1061	Anyone who enters the territory of Israel without a license should have a dissuasive attitude not to repeat himself. I don't think you need examples.	Anyone who enters the territory of Israel without a license should have a dissuasive attitude not to repeat himself . I don 't think you need examples . <EOS>	OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD
he-en	gold	1062	The treatment of terrorism requires the closure of all breaches in the separation fence, and a complete halt to the praise phenomenon. Entry should only be allowed with permits through controlled crossings. In this way, for example, it is possible to limit the age of entrants (let's say over 30) because most of the last terrorists were young people in their 20s.	The treatment of terrorism requires the closure of all breaches in the separation fence , and a complete halt to the praise phenomenon . Entry should only be allowed with permits through controlled crossings . In this way , for example , it is possible to limit the age of entrants ( let 's say over 30 ) because most of the last terrorists were young people in their 20s . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD
he-en	gold	1063	The Jewish state is engaged in defense. It builds fences. Iron dome walls.	The Jewish state is engaged in defense . It builds fences . Iron dome walls . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD OK BAD
he-en	gold	1064	If we don't go on the offensive, we'll just be left with an atomic arsenal. Christians, start worrying.	If we don 't go on the offensive , we 'll just be left with an atomic arsenal . Christians , start worrying . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD OK OK OK OK OK OK OK OK OK OK
he-en	gold	1065	I have set goals: to collect all of them and disperse in the countries of the evening!!! There are many many	I have set goals : to collect all of them and disperse in the countries of the evening ! ! ! There are many many <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK
he-en	gold	1066	The target is not Bibi.	The target is not Bibi . <EOS>	OK OK OK OK OK OK OK
he-en	gold	1067	"Therefore, it makes no sense for them to enter through breaches in the fence, says a senior security official, ""whoever wants to carry out an attack can also enter the country through the controlled crossings, and there have been cases like this before""."	"Therefore , it makes no sense for them to enter through breaches in the fence , says a senior security official , "" whoever wants to carry out an attack can also enter the country through the controlled crossings , and there have been cases like this before "" . <EOS>"	OK OK BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1068	In other words, a people of killers.	In other words , a people of killers . <EOS>	OK OK OK OK OK OK OK OK OK OK
he-en	gold	1069	Divorce them and they'll come back	Divorce them and they 'll come back <EOS>	BAD OK OK OK OK OK OK BAD
he-en	gold	1070	You've solved the problem.	You 've solved the problem . <EOS>	OK OK OK OK OK OK BAD
he-en	gold	1071	Quite simply, for every Arab and supporter, set a goal.	Quite simply , for every Arab and supporter , set a goal . <EOS>	OK OK OK OK OK OK OK OK OK OK OK BAD OK BAD
he-en	gold	1072	Bennett wants to see how much he can attack and hurt in Israel, while still gaining exposure and support from his new fans.	Bennett wants to see how much he can attack and hurt in Israel , while still gaining exposure and support from his new fans . <EOS>	OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK OK OK OK OK OK BAD
he-en	gold	1073	Just when it starts to get messy, there's a waiver.	Just when it starts to get messy , there 's a waiver . <EOS>	OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK BAD
he-en	gold	1074	This isn't the peak of the epidemic.	This isn 't the peak of the epidemic . <EOS>	OK OK OK OK OK OK OK OK OK OK
he-en	gold	1075	Simon, it's not for you.	Simon , it 's not for you . <EOS>	OK OK OK OK OK BAD OK OK OK
he-en	gold	1076	The number of confirmed cases is going up.	The number of confirmed cases is going up . <EOS>	BAD OK OK OK OK OK OK OK OK OK
he-en	gold	1077	Stop screening for all this nonsense. Stay home if you're not feeling well.	Stop screening for all this nonsense . Stay home if you 're not feeling well . <EOS>	OK OK OK BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1078	That's it.	That 's it . <EOS>	OK OK OK OK OK
he-en	gold	1079	A government of madmen.	A government of madmen . <EOS>	OK OK OK OK OK OK
he-en	gold	1080	The government and Bennet are mostly bankrupt, out of control and mostly stupid.	The government and Bennet are mostly bankrupt , out of control and mostly stupid . <EOS>	OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1081	And confused the public.	And confused the public . <EOS>	BAD BAD BAD BAD OK OK
he-en	gold	1082	Only more harm than good.	Only more harm than good . <EOS>	OK OK OK OK OK OK OK
he-en	gold	1083	"It suggests you open a new corner: ""Daily cumulative deaths at the beginning of the fifth wave. Face and pictures behind the default""."	"It suggests you open a new corner : "" Daily cumulative deaths at the beginning of the fifth wave . Face and pictures behind the default "" . <EOS>"	BAD OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK BAD
he-en	gold	1084	You don't understand the Secretary of the Treasury for not paying pizza to the tourist workers from them no more infection they do not care about the people 8500 died so far something speaks about it bury us especially the elderly	You don 't understand the Secretary of the Treasury for not paying pizza to the tourist workers from them no more infection they do not care about the people 8500 died so far something speaks about it bury us especially the elderly <EOS>	OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK BAD OK OK OK
he-en	gold	1085	We have become Russia/North Korea. If we do not talk about it - it does not exist!! The main thing is that the citizens will put money into the state coffers to grow the ministers the horn and the ass! It turns out that Doberman and Abbas are the Prime Minister!!	We have become Russia / North Korea . If we do not talk about it - it does not exist ! ! The main thing is that the citizens will put money into the state coffers to grow the ministers the horn and the ass ! It turns out that Doberman and Abbas are the Prime Minister ! ! <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1086	Very well, the omicron suspension was relevant for the first week, now -- there's no reason to isolate half a nation, and there is no point in trying to stop the Omikron -- which is more present here than Israel.	Very well , the omicron suspension was relevant for the first week , now -- there 's no reason to isolate half a nation , and there is no point in trying to stop the Omikron -- which is more present here than Israel . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK OK OK OK OK OK OK
he-en	gold	1087	When someone comes from an orange country, they're statistically less dangerous than someone who's already here.	When someone comes from an orange country , they 're statistically less dangerous than someone who 's already here . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1088	This is the first time I've seen any reasonable steps by the Israeli government in the fight against Corona.	This is the first time I 've seen any reasonable steps by the Israeli government in the fight against Corona . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1089	Like someone actually sat down and counted the numbers, and not like Bibi - did what he thought would look better in the paper (and failed in all the sections).	Like someone actually sat down and counted the numbers , and not like Bibi - did what he thought would look better in the paper ( and failed in all the sections ) . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD BAD BAD OK OK OK
he-en	gold	1090	They said in all the episodes every year whoever wins the madurama will get 250,000 and suddenly in the last episode they changed it to the one who wins in less time than the others.	They said in all the episodes every year whoever wins the madurama will get 250,000 and suddenly in the last episode they changed it to the one who wins in less time than the others . <EOS>	BAD OK OK OK OK OK BAD BAD OK OK OK BAD OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK
he-en	gold	1091	It's a shame that junk shows like Big Brother where the winner gets a million shekels for just gossiping and doing nothing and Ninja where she has a lot more ratings than big brother and the contestant trains all year for her so the prize is $250,000 and only to whoever wins.	It 's a shame that junk shows like Big Brother where the winner gets a million shekels for just gossiping and doing nothing and Ninja where she has a lot more ratings than big brother and the contestant trains all year for her so the prize is $ 250,000 and only to whoever wins . <EOS>	OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK OK BAD BAD OK BAD BAD BAD BAD OK OK OK OK OK OK OK OK OK OK BAD OK OK OK OK BAD BAD OK OK OK OK OK OK BAD
